Timestamp | Step | Train Loss | Validation Loss
2025-04-22 23:45:39 | 4010 | 0.015242 | 0.017504
2025-04-22 23:45:42 | 4020 | 0.008127 | 0.017504
2025-04-22 23:45:46 | 4030 | 0.031959 | 0.017504
2025-04-22 23:45:50 | 4040 | 0.013603 | 0.017504
2025-04-22 23:45:53 | 4050 | 0.013939 | 0.017504
2025-04-22 23:45:57 | 4060 | 0.019007 | 0.017504
2025-04-22 23:46:01 | 4070 | 0.008263 | 0.017504
2025-04-22 23:46:04 | 4080 | 0.023064 | 0.017504
2025-04-22 23:46:08 | 4090 | 0.010568 | 0.017504
2025-04-22 23:46:11 | 4100 | 0.018976 | 0.017504
2025-04-22 23:46:15 | 4110 | 0.029164 | 0.017504
2025-04-22 23:46:19 | 4120 | 0.007026 | 0.017504
2025-04-22 23:46:22 | 4130 | 0.012465 | 0.017504
2025-04-22 23:46:26 | 4140 | 0.010906 | 0.017504
2025-04-22 23:46:29 | 4150 | 0.016301 | 0.017504
2025-04-22 23:46:33 | 4160 | 0.015320 | 0.017504
2025-04-22 23:46:36 | 4170 | 0.012392 | 0.017504
2025-04-22 23:46:40 | 4180 | 0.022929 | 0.017504
2025-04-22 23:46:44 | 4190 | 0.017806 | 0.017504
2025-04-22 23:46:47 | 4200 | 0.030565 | 0.017504
2025-04-22 23:46:51 | 4210 | 0.009788 | 0.017504
2025-04-22 23:46:54 | 4220 | 0.019383 | 0.017504
2025-04-22 23:46:58 | 4230 | 0.012736 | 0.017504
2025-04-22 23:47:01 | 4240 | 0.014045 | 0.017504
2025-04-22 23:47:05 | 4250 | 0.017022 | 0.017504
2025-04-22 23:47:09 | 4260 | 0.008228 | 0.017504
2025-04-22 23:47:12 | 4270 | 0.011358 | 0.017504
2025-04-22 23:47:16 | 4280 | 0.017718 | 0.017504
2025-04-22 23:47:19 | 4290 | 0.012849 | 0.017504
2025-04-22 23:47:23 | 4300 | 0.025859 | 0.017504
2025-04-22 23:47:27 | 4310 | 0.009974 | 0.017504
2025-04-22 23:47:30 | 4320 | 0.016127 | 0.017504
